id_pagamento_cliente,codigo_barras,linha_digitavel,data_vencimento,url_boleto,ativo
1371,8897442238654669922886536216014,22453.31216 35569.511612 12933.989281 3 32393223197763,2025-05-02 22:10:12,wXzh1xoFXH4PPpT7TEYsEWQyEoBOUctGAI1ZfjSIntZE0yda26g4xzL5GtsNClsrlpwM,1
1372,2013508930328410922142016158327,59311.73029 01319.450467 14351.921463 6 34560840820113,2025-05-03 02:07:11,3YtmsKkocUG8goD6W7S5Mh/H+KIo5uYQpBNjL5JtmdXFmX41xtWU1Mr3BTpSWy0dQtFC/nQ=,1
1373,5730474196327814658402352130890,00365.17941 12901.683024 58516.806396 8 78293590301760,2025-05-03 18:32:35,57v78XJp7/ZcDs6TImYu8kBrllM8nJ4d8TEpOZ+cQicLG3gcROMCjNDaogitjFkZW8M=,0
1374,3044880419053786211260367720224,96810.23842 11021.429361 44232.619546 8 11458705331786,2025-05-03 18:30:55,RmIULYRJ1AD0B+M1mK7Z8Zk7Z7/nxg1KLZQv2r8ykcLSimhy9V9GZbL6VB4cYUSerYo=,1
1375,3984811864515846110588503299101,21790.11949 38993.923320 89262.854583 9 85477973677950,2025-05-02 13:52:35,hekjEKV34I/DPEQBd+o47k13foCpqBO8IwxMZwCXBckH0kCp/gNRz/JQ37Hpw4p81MM=,1
1376,5279552967804508324396296084127,86476.17969 59254.534026 42507.739495 0 69899806421228,2025-05-02 19:29:49,Cz3ZGWFmiy4bAo8qN6BYGhMcN+hIjlXIF2rvBkr2Jz9AhGektSNBZ92Eih8fMSS8/R4tFMdH6Q==,1
1377,1897742955781618686909780619244,87137.57265 05437.995885 40715.917655 2 39816078128516,2025-05-02 16:00:37,oObzIfSmnurP7NYek9jzut1hRlhpr9fsU1tzS5aRmMhzYuYo5gvkwKtxssrdvXtLzeRMOUs=,0
1378,2327703055358372119707475687639,26016.44399 28964.955856 82894.249736 0 55343590969758,2025-05-02 07:08:01,SEEbSp+1w7r+m2OmjId4m3C6GPuwKeTp6cp3bFgvXNcSreQejF+l16ipYpNiR+KAfK5synynvptY,1
1379,2362116811165164773716273215422,13225.09799 11461.499900 69516.564198 2 35746279178436,2025-05-02 21:52:40,YtGIcDk7VHIWS7ccSF/Hpvpdjav6sqE27KmTP/N53pdIV36g52A+smfFTe1HU/IMqWM0kA==,0
1380,2839923268259324822168291382378,77774.46328 68818.608254 56555.960557 1 80614407169091,2025-05-02 06:34:17,3bs8fYa6FNfot7ZuKv2Vv95mwznoGlRqK/Hv6X55tB00WOIiA/PoRTug2vcU73+S6Lq8,1
1381,3579421673100378354332444265252,66150.58708 30314.684254 37440.751042 4 30105399538051,2025-05-03 14:10:15,1XDoOCHegm+oV9ty3wdKPQXU9rk7jR/0JZcwXCf24E+w5sgPGoetg+ijyUeSDHoXJBpP6OZ5,1
1382,7290306292327247029369197495089,49375.50136 09159.004289 72728.860988 3 09337667853233,2025-05-02 11:29:36,etQZFWtunNDPiKiLCtsL85OO71jTkQbu3Mrsx6cPESFO6z5L57pBJdIHUtBOZw==,1
1383,2470113246447096338918326615327,59781.83373 98785.167770 51010.395395 8 75378601361411,2025-05-03 18:56:24,qGu1qjHvjHSQMzL9+nS3yiga8y/F1Yoqy0+1IwrYnelhV0BKoVDX5aggh3uFmYZWrx4=,0
1384,9110330881683659290167060668342,04192.73758 25352.832560 15581.394731 7 13209333468566,2025-05-03 12:59:59,zIOuzHCWlSuG6Tto+pJgkO7l2uhd/0IhKoRzhBJRiA1y9gzavlhuWeUNaOISJA+DA8ipPeB9X88=,0
1385,4507522281991186632391238831635,76735.22239 74467.747518 83212.404361 6 32294618624966,2025-05-03 02:18:11,xDc87aOgJxoOvY7yD97T3ftghNIMdhNnzr2vbxmfiiR3b+4h5T6Ogal6zspT5KQkiyzGHM+X0N8=,0
1386,2643429912227160832543026530281,41223.17890 00981.751154 54555.164864 2 98546696716218,2025-05-03 08:31:33,on/0B7xbr5Ka0TI3sirYL/n08APJMma2GWnCMVwGFtW03hkorwuB7aDRGAeyNxC67D07bZrBi8w=,0
1387,0860636689400786318893127059985,98384.40397 91472.449055 92351.887333 4 00946764494886,2025-05-03 08:44:48,w6qaIqi1EQ1ApUTYI0kqoVtRtvkJoqo7ZdYP07dgUmvy9+yq72JT1+1a4jCo8L5Og2fptA==,1
1388,6339307622253331063785960887861,43332.49986 55623.538102 77743.268413 0 32106700722173,2025-05-03 17:17:34,U3NDyD7tRDVcuAEQtjAHqgAXM0u7/HLhRgs+nbautFyj2qkwRTPKgqYyLaLTqCDRd7z1EnvAhLgk,0
1389,5260709737366933855689023671542,80281.13228 97100.240784 68186.313755 8 79952804597784,2025-05-02 04:01:54,dd6I47+UVsTJomfr7IcXO5VR+TKIYVbBGElVlfBmgI8eu5Xarbn9JnnhuCWdcHAnfGc=,0
1390,7946291227836658528795171905229,74929.58756 49451.661144 40998.538911 1 58701141207154,2025-05-02 17:14:11,FqiR6593Nv7rqDDhiY57xfpPh3EaNF6wDfDfzxU8xjwJKAGnlpkNvDLJhpTt/3zwtFXrcP0=,0
1391,9883822283809843552895117508519,01587.22627 74707.790692 02117.242243 3 17455561645322,2025-05-03 18:34:58,C4ccIAw2n5vGJXp7+IMxk/ApDqK80zl5ZJCJZ7Fa6ADdDHTqbArTVUB1gLDRjsO9W2M=,1
1392,1801346217538018448733177867901,84943.19559 00585.225813 75277.012395 5 99977168057503,2025-05-02 18:04:30,dAUaDI6sMfjS6Y3178ajWNjAat84Jjb997bLE3nqWcNTSKp7Ox/m6y4Hi0MbagWwqw==,0
1393,8559802812590392184630962794611,81206.77600 43459.584895 08222.238234 8 02113286503029,2025-05-02 05:54:15,2Bn15DKoa8DvOzRvgSzzAJwINLf/UAvcBgmHInMkmSbVnrjVgxZRvcBYfhN1DaNPv5oYrw==,0
1394,7347477062082475540825734873463,71184.42786 26537.891155 03723.492027 2 77517024931221,2025-05-03 00:25:18,Lnus/ouMBGMcGfg8fIU+VX3a1Re8G7pg8g+BwpoZvlwhespDt+7oug58O7v+57R1Co+F,0
1395,3311542882075375324842463129366,52790.25740 85628.600929 12802.516704 2 19638161848319,2025-05-01 21:40:06,BBI3LvzPw4MNxO9ORW5RvTAUL/c0paKwYc3sw9K7OvJmNbs7OB3vyIhGO2PhrJXzVuba,1
1396,5462116616737390724978964110540,73857.47049 01403.621533 33869.221978 1 10884551905210,2025-05-02 23:10:39,HNjhzqwEkOx9VDYnbgGhEH+HNek5+ywKfL28pevF2GALbKolUooIqBJRnz4NezSkrkNlMrzpnA==,0
1397,8122274348581984546047948710192,57379.07265 10417.060232 43133.573099 0 70309810119543,2025-05-03 02:02:47,bTnYSyHyIc9hiroNTplDneDwtZb6JNI71zPPkkONRAWcL2rn5YaNKKpAzdjSzYv+kCXg4+xQ,1
1398,7114769021280699503425467786442,04931.70171 89936.452449 75487.866629 6 41557054131685,2025-05-02 11:18:01,m5jhIUsX3WcGdNGJ++UO0eLpnLPAGdgNF7hxl4H/gaxiV+U8G8JbMjXRq6f9vdapFCl+a4WC,0
1399,8931242890812535217082449401647,05715.95817 64296.027809 20825.218210 2 96642375020321,2025-05-03 12:35:12,xRwPmGR3weYcIMuIP4iVz1dJd0NgXxP1nbUg1rkR02RRAUjgSS28cQ6WUvk7xFLFoKk=,1
1400,8645007232160957297156595586173,19186.19795 75097.763780 17270.214158 9 37335550168289,2025-05-02 06:14:42,G7UxI2ccw0oW3rpAhTFX7p1rnUL71KDrSAr3buLutWGyZH25ZQzznqJJuS3W,1
1401,1988906377976049955965938851760,88829.25162 80287.895809 51537.332480 0 21572958326108,2025-05-02 15:52:23,6Gj+nMBzQrOO/jQz5KM0r/DuV1C4hP2xXAkAxs6fv5wxmR9+3d3OQ+w6VKlXMQ==,1
1402,8413208368847877984603733953763,90985.89942 42635.750554 15127.158321 9 29149524934987,2025-05-03 13:31:28,fEz+F2wPMgMienERMcKazc1cwM9ra5ovUKxZI4u8Y/2jeKCxAWV0IjKt3Aa9F4hysqKHmXgGufg=,1
1403,4737906451808055604762998563763,83641.99320 71432.518152 80922.771456 4 91801169684752,2025-05-02 09:55:26,hScSGwZ82SNVkpU+1Pi+Vs/53WjjxhNyVDUQdZWDTCXBRaPsHaUkDTZ/8RMGGAm33fgj+E4=,0
1404,9296899823354304776753131127684,64313.06479 72530.154906 52191.034178 5 96636589046974,2025-05-02 19:38:02,3wt/c2X7ksE1Lq625l1iXei+kwxCgDJUaEgTPQ20gjHDqgmZmq4WK3xbiGT4F8FmjskK,0
1405,9316570454009904625049114359538,62843.57517 70831.415015 12690.749777 1 95041869423159,2025-05-01 21:14:10,ZEtFCvF00fanNpm4J7k3Lxa3HljxOjMlwbsOppY/L/kbJs3XYq7FNhHf3bi4pyLZy6Yt,1
1406,8783739223825190620956360420943,79154.96835 27835.431246 32386.340181 2 53628341560609,2025-05-03 02:23:42,/oL1HyEPmXZ6eSgWjfrRzmtqgko2zdQiPMluMpSyRClJKqYuYfCSVkXiuc6k2wo=,0
1407,8269721483770733873776521446181,48315.27504 52106.687342 67907.828596 6 15531240882186,2025-05-03 09:17:56,YQp34fWcUk2NwcOm7/69C3X41pWk9oQx7zWdqQTJF9tcM/0iYXY3p0aJ0IBgFkpFBg0eYg5o7Q==,1
1408,3760348032801916642354641754616,45164.91107 22497.823681 58827.501148 7 70233148685145,2025-05-02 21:30:31,OD23cglQZrG5CSSH5nhRD2hnwv39UJTtFnuG4Ce2v5emmP76LaIFeWNVAW4bAO9B,1
1409,1409018502224757485551571883267,87054.83890 63213.832172 67113.935459 9 20778530760004,2025-05-03 15:30:09,4KtzCtdaALm6IuW11+mrHL3O256NPcqQQk6Ipic5uYoN1XaCG9W2Z+Kja3TYYPOzhuc=,1
1410,0193469386464644698820204548509,21858.06874 11054.923098 08787.449204 5 69021794077781,2025-05-03 18:26:20,DmjoRvQhwQSURcAR+U5ZpHuaHPhLYb92clHMUbgKwRSTy815vTa5nVPx0dOl/rBsHOZNfFSVxkI=,1
1411,8958676467358266512648450734090,80229.53077 98245.501437 06526.551456 8 02200181022330,2025-05-02 15:18:44,2p5vTqb4izuTrAyW13u0/oYqeF5Iy2CRIKnqgXl2rVWjk3Fu4LSsq1WwU2T0L3BUMZ0T,0
1412,7661740907416354157754409770502,23274.42847 09700.366755 17881.366741 0 53989827934777,2025-05-03 18:51:51,rM18BvCnmB7UtJ0GQQatpvAmahEaUadqm94vKoE/qfUnLCmogBd7MaDbU9J5WiZUrBtdcPE=,1
1413,0001179776760619232363925500315,23793.43485 54685.403038 17589.730358 1 63423965640327,2025-05-03 06:43:59,G62npm0cOYF16eNh9natFlsY76Gg+LNsZbWztNgFq9iyOojVRYJ8uG4QCqzMX8h6dj1CLMsI,1
1414,5049951799997153616224606892087,15931.75215 55372.341961 60625.817500 4 85886575621838,2025-05-03 10:43:34,wd4Zl+3ir2dl0SXGRD/AG/YOREo5KQWAvUB6E5JZZs71/ttV3aUAf8AZq4TnCMOtFiU=,0
1415,1041691198949316402434258396878,07840.18896 61030.762619 40871.666210 2 87628357281064,2025-05-03 11:54:36,QQu8yYSuMHTc87ZultCI7ov016sM2oQ4eNo2bhkUm/dJ/7P5lNTnk9yky7blombaRU2drfYouN5z,1
1416,2513272822377605301639809683370,14062.37045 24693.184956 19662.695796 2 71047999815004,2025-05-01 20:55:20,m6DqNSgR9fQAUgKDhIetlJnwZrJPz6aJknhRqPENpyG6Blj2BZmc+nT9DMlHhyf7koQ=,1
1417,6287080829451505495109403096439,78368.66061 20537.258383 23821.831188 9 53930606969105,2025-05-02 03:55:40,wHNrdUm0AuXXursQ8wpkad9MVCZy+l0QUKpHdXXiIU5CFg8JPhvT7ri4wYuSy38=,0
1418,7687457108411937363518963122059,63777.65565 37056.527989 18127.440033 7 38225661297441,2025-05-02 12:27:54,haDpVO/omDgnYF7OaHmRFiuqvWbDCwIwzWBCgTCVryL+ng5axApoc38F9aBdB7hbYIaOaVw=,0
1419,5440811837501345612102488125362,13089.52127 75994.791449 16714.526821 6 63486197716923,2025-05-03 08:23:22,0oEVJY3A0k1fmYijBxISc33LIDbQgdXu974KrhmYNKLwMoVmJ50T6jYCU7CPn9Yl8pQ60/cW,1
1420,2858296329974243705242925606672,97836.55255 56504.531428 35670.172875 7 58197221783722,2025-05-02 07:13:46,7pONRwINluu8a7W7lePWpo3dCd6/+vNzLa/4QCiY3YWXSygqI3xXZ09SugIfoTAlwhi12Q==,1
1421,3167198700620827940030635147164,31317.70790 20039.751544 84865.200574 6 86314086465957,2025-05-03 05:39:12,fj3qPwNV+/aPSMvFSgIVkANuEnqZtmWgfrmeIimBH3ZV6SKyL8cLB+Q7KgTVZMqjK21M,0
1422,5381171724085938130800996426184,49782.75403 02954.977270 46220.264867 4 37234401637334,2025-05-03 06:21:16,ELd4HSYdaxUtGDHTJVjcYrUxEjIOZG2TGOgBIzKYsm4iI3J1hqgbyr75BZUZTnU/9ynugKI=,1
1423,4326675927923192734854214690899,33801.21723 55573.888227 31231.886318 6 24996911492011,2025-05-03 17:11:34,2y4PV9J5LUDpcSwqedsQDVIFOLLwpse5cdKWCxjI5H4qolWxor5IsXrDRTDBBMS5pBaqpNMqrA==,1
1424,8843149910103777344319133713657,64103.22648 53821.584212 69573.945509 9 59198636680848,2025-05-02 00:58:09,SdeU/00HzpgA612xI68PneawlbC2LuLU1u5x89z8Na8+hRZCWTymrsMbHrjCLLgjPsc=,0
1425,4260983509781668664042357018441,58025.43826 45607.972818 63259.443551 3 54939297075907,2025-05-03 16:40:59,Oiin03ylf+y+jBZ/TTCDTLq/iYteLn9M+iy89V66GhaZuiKKw7RT23SLHCkdCV5G96U=,1
1426,9269096391473418968779485760538,63212.98233 39348.882508 80331.572351 0 21566231894033,2025-05-02 17:58:11,3qjL0REocLyRRPgKizqEGqsqTS0KQaCPqGBWryz93w6Xj4hvJoPON8oV2BfEGFoTTA==,0
1427,5260562895429958757502444115632,77334.77348 06656.325607 53692.669899 7 84412783900105,2025-05-02 01:26:24,PAib336w0WVqYyvuGBkKMJrRxnQOTcXIjUk7EGQb355qsimTXLnz/kgpOw+Unrc3aobVSWNBPB4e,1
1428,2929094609129774857352380452699,55296.05483 59462.487526 94071.439677 2 19620359955345,2025-05-03 02:10:20,YhxFeZKmTo/wtjVjrol7uZbNy15sdT4vb38Yv8gGWdkvS/hLdY5fk9/k+j1rZQ==,0
1429,3440097552641294302984887899345,03854.32858 09146.388897 64163.727063 5 48997253343776,2025-05-03 09:55:56,35aHJV15gH6/u1wHv6OIo7i61MEtAQPfpKoR0LlXpgNsXS2gBGh21MDlqFTqohqqXcAMxG+mSus=,0
1430,2339503219785195829869840461851,72458.60445 19415.085747 89260.474254 7 79180922278890,2025-05-03 18:13:54,jcdQV3jvsFkKTKPzY/j2MR5ORrQP4WjOuCfGgwD4IJTJMYYPLlQyjQAbY7lgaPdKDPUaLg==,0
1431,0968464731077834068660159580825,76372.24600 28847.062745 67859.184445 3 15457757086496,2025-05-03 03:55:45,U/Gwkuqj3Gh3VEaXl+Uo4U+wi6ihPs6ErFVfqboM8Nik9LuJhZd94oBMWDaSNvdV8mYj8Uz4pA==,0
1432,8765210306250878219867486833850,14281.35845 94331.603177 50167.636722 7 95210563489251,2025-05-02 21:13:58,ORZv+VEG6A+KKQwE2puZlzCoccBmea4H8n2qTvVL5/asi2F9XCabuZpx/CjgkV6Zj6h0EA==,0
1433,1861035170526338402898645822749,64146.44361 07875.880716 43383.537345 1 33344559944954,2025-05-02 07:29:02,qBHxKHjKVvTzpO1RZd5uAY/axFqVTEG82m+xnmmwymKjTTNt19+lpTm3iIGBnqZWo2D5xRAWX78K,0
1434,9158010281346628148614423377266,98514.67631 89950.011853 32792.452857 4 46023382694518,2025-05-02 19:02:30,GK7Whevw0Nj3Tot93YkgxxCF4HDBxjg5qkA8fsJK3x8WW2K6nXfQl24CafTF8Gb/CA==,0
1435,7327265268413717397561476839973,95779.68030 19724.152347 71822.635625 2 63618143963483,2025-05-03 09:17:16,a4zqgEw95Kj1lHG9tYCDB2PISWlMoTtT5qWH7PMURRYCc/n4eamnAlmY8sBeW+EHXTBV,1
1436,5905367576170278333660405642357,62432.74307 22056.387811 99040.337314 8 94802688482778,2025-05-03 00:59:13,Hpf0ysH/iAKm/niFlJJxX+o7TAciMKRmA4WQ6h3XnBCsMWZih3u8RUB67EUhPHiS6CPgYuyi,1
1437,0131499271808157120911148062637,40132.08100 71985.712728 12269.683281 6 15019029907926,2025-05-02 17:12:40,3cv8IwbKDDL+owJENa+IHea0YsEwjb7LvbYsotnHYj78ABtxeOKbCeej70h9R9Ejo70Z,1
1438,8092159335372294584732698834958,51448.25020 52117.674048 07794.120170 4 13736627307162,2025-05-03 18:45:41,gVT9cQAyWO9srEc1VkY87JLkBocR6RlWs+7IndeN9ue7YerB0JxlWN/I+WHFDJqDqxtGs2FXqw==,1
1439,5747307694008769789769081699096,23170.53660 43680.587442 18675.588528 4 62047391280912,2025-05-03 09:31:04,3+DRkuTti+52Q3Lvyu020cpMXO1VvStvIfdqu8Twg7UTj+HhN1j+a8WPukkWL9mPBtA=,1
1440,7006896768429963849782386208807,43449.29566 31561.053774 01596.705874 2 92390928098032,2025-05-02 11:47:35,9mOZqx6njofPQkw5NCMbwM3yHUZ/3cIKaAs1XRXrgRI8yerxd1LzemLps6Koma90NfUe,1
1441,8738650382808479237653516098933,66643.96371 69356.989085 02510.244170 6 92653294484282,2025-05-02 23:31:46,/b+YStHd/NpF+jluuaHNweAKXjqNaRRaQoXeSNnnpj/MhxUCm3MLHBCgao2ZUku6wkdwnZRG/g==,0
1442,2079144890701118820038765929558,04239.04504 55796.621808 37098.627987 7 97487953029306,2025-05-03 19:13:09,0R+SFa++HW0/Mp00frhFKolBtfVcU6Fv19a0M254X2aihqNIxDeOxh2dkfNy4G0b,1
1443,2531546590501947687598211821036,24109.75462 57022.796429 12717.748674 7 51313762718173,2025-05-03 09:52:57,xWEYoH+1a+i+RBzq2s4hWEJ8WA1OEgSN2HyJrwZ2nQDP0uyE8HBWnJiDKb6CDpEhkQ==,1
1444,5682433196123263547962485478224,19714.44506 97204.690115 40623.863376 9 62236078822094,2025-05-03 11:11:30,kxJwEVKdpu1hVgV+tDBsvnSwGeDe7vbDfll4RwQnoBtSqiCQcxxqB5IcsHqLcS/U42s=,1
1445,0162422941343299192040689236310,86901.92832 97781.455267 21661.281052 9 14731967091485,2025-05-03 17:05:19,4KVujSGMQf7ZmxcQixGx/wu27QeJ7p7vhSVdBhNYYsEuE3586JbyVlJI//41xnVK7DxT3kvU3io=,1
1446,1381559695991854006654659913059,69740.18465 54963.225216 87852.975967 4 21262040928148,2025-05-01 23:55:56,cXZme2cDr0tsFITq/CcYzg+CYxnz7d/X7kEdnXlhknnRfaQlhQVyyWzsWE38rQtCPqU8,0
1447,1281871589714955608554616746684,84591.27526 04681.006707 76911.732637 9 01378505200176,2025-05-03 03:15:39,29I//ZG45+V9hlCKBBFfne4XCXBAjtdULBwYjCqMUDAlue8gD2RiuRU7L2LTpouXDwGc,1
1448,0305885987770075075364278674883,90616.76219 35131.645835 48583.605725 0 49559958839865,2025-05-03 06:04:19,PTkUEzpaKmshqpy7Zd+m6pYtMo4DfIZwMil65uBM9kq9Pr+FptkQiiotpSuoEKT/iLw=,0
1449,9461454629714214420673684895532,96656.62957 06452.754720 71648.207943 2 26943291617068,2025-05-03 15:32:42,OECBhVxPkUwcLoAoqcH6v7fYmxVUDjf0Sf59KU4Cyqj8RUAh/SLpTJ79PNL0GK8cUAY6iGGxTCyY,1
1450,4607979971145080204574756631217,52445.03799 57953.955080 63442.061477 4 41208944926830,2025-05-03 19:52:53,2//dOIvDprx29bNJCp4rtSGgVB7Km3sYRKgzU2liPALzuMENGC/FU716Lijp8c0=,1
1451,3424115621036157538248796726799,76700.25123 06267.173874 21351.439869 1 22817327735869,2025-05-01 23:50:58,2sOdhT1AdnIOpWIOKmUkN4mMcnd/WOsjgYcz1rXmPH1e+68QtCWf4JiwQ16kRJQA,1
1452,6785042265457803331531954284131,83774.83153 48457.994719 94654.284093 7 14205646276826,2025-05-03 09:58:12,4DWpOllFKlBH4I8rpgU/XSGOFR3yKA1ln7H0K5RFdHeJPmdGAB2Ta0yUkrNw1VgqNfU=,0
1453,2435771829654910490934998561138,61952.11358 81935.777889 23520.467364 0 24123827433333,2025-05-02 13:29:53,TCZIRbBGtSObEI6VgmSzC0hyZFov0vVg+VgWKwT2OO8eulWG/l2ruG6xP1TX/PffgTH+3Q8=,1
1454,1482612964554997413781027504425,24868.02852 30463.728068 59692.897829 9 22584917919078,2025-05-03 09:52:31,kLelwWSbWVqlpG0N6vimbvLac05BH8Z9VyxhUbaS8S7O905fzMeU5RuZhLtSDCNn5DIm,0
1455,2251861798110588675907839774017,04017.42298 73393.760014 32629.073804 5 81884298119792,2025-05-03 05:58:52,FEWcEOjyVsbH2BXkhjg0L+ogPOUTST/wkISFQEOetNw+D2TFmuuoUPEmt4kcALKZYoCXV7iV06I=,0
1456,2196798821285569070286344189489,93018.67988 46525.431062 11269.545416 0 87397186048993,2025-05-02 05:48:49,Kj7MoWKj1kyO75It2Whz50JQsoncFez43Sh2VYApnOthyh1EoIVhORRPhrHynlrC,1
1457,6176784235401551389490849129163,87476.70529 78113.592493 72579.721701 1 05533693064970,2025-05-01 23:58:47,STGStYaJ3Xev5UxvwPZ3hL9JLbVm2Fi00wTSQhUsAk46ACLw/YiQSki6LRCJj4U=,0
1458,2904389552574823690810233248970,14476.01889 54455.854990 41361.005139 5 20132616129512,2025-05-03 09:00:59,Cui3EELrKoHo5kgIylhDiQChiYeyaRlqtf1jLjITtlyCFoCOKjfCY4LQ8vbso5iXWw==,0
1459,2443844225669262853583448670050,38384.11428 59546.447874 08002.782258 4 02876690546438,2025-05-02 21:33:44,zZxFXz9Okwp6+HNxr/BtB/kdbjmhqzVI+07J355B9NF0bXFsu1rwkpZFgi7WkiWftzk=,0
1460,9393855284901779908476537339752,90129.86283 73752.890356 60702.840654 3 20722609868493,2025-05-02 03:17:03,ZNyS+RIE2KFpdCbevTxeFW7AilLkBcFDApemw4i4+4Dj/cqde45zpk7faE6Oa+NtXsjhzFE=,1
1461,4998893700845011172594489478397,05341.55762 60230.858253 50800.565888 5 46010327855537,2025-05-03 05:17:59,8/t6L+EAKrKJqXWKxB4XtVeGpOg5bux8Uqoc1pReiU8qRPFJ2uqsbzeUt7+HquFugtKStIoDCA==,1
1462,7253598826705161625132001837904,84216.03679 29603.115499 68219.751627 6 39644061128760,2025-05-02 18:56:36,5+281oq5I2vz8sKfKLWFycHgZMSO3mFphpEEn3lgUDFiJyAeJLshYwQlj1RpPSpZe6I=,0
1463,0968109567273503408572282499546,47662.99363 13265.935133 11912.199593 7 81668230187148,2025-05-01 20:29:51,uxEybjVxE76hMtZ3GDwZENxQnLSDSOR2WNMouhZUhE2/KSY+4TOV58sp93S1S39hq+GT,1
1464,7350430369139903927597642601834,48145.84047 39577.741172 74535.621883 5 12496746593450,2025-05-01 20:11:22,Hh3UaWQINP6gIIuGavWCaMfzkMUXeO14hSFf6olQZ5dVqp1cFXlZftdnNoje3prfYwzBQA==,0
1465,9994018205285012542062183681499,37658.03078 23051.396365 16042.498189 8 10554596161748,2025-05-03 07:48:31,TxnZCp+4WmzyfK8DSFek58pwmQX2PZiAnk6wbm3IhFM2iWoNZ7kjQSvrLtEt/gv/JlTyDBg=,1
1466,9305388546368914457317365462207,44137.68459 93787.877677 88104.625203 0 94353992756431,2025-05-02 02:20:59,is6wKas9EkQAdZOe8JYN0k+mYU/gBkWmngyfFgug906HxUeGxk+/DIYaTMXGHWMbix4=,0
1467,5668629786842501136591676595136,51912.87408 92762.171285 62417.165793 6 77166842439331,2025-05-03 16:33:51,lVjMZChXS5+8h+JwMo9q0lbkBfShvUIEHgiBuSDPX+rouOH8hkY85fk5vMwunscukQw=,0
1468,1252761137918078124813689106923,42129.82497 56666.852947 58325.950864 4 99328997504174,2025-05-03 16:41:55,5h2wJi1FXJqXpw3E5iC06x5F9sNQCKLZN2QShUpwGA92cN7E0HjMJ4Mv+SRJdEnc,0
1469,1681741396042121194915157530358,30764.75300 03017.074973 98220.073071 5 55316316183938,2025-05-03 09:39:16,F14hkc1bdkyKF48SaHJbWTYbqCJ+JbLrkYbMVHoBj0mYcPBkstFt1x7ymgj09kAe1ePMfc0=,1
1470,4614837247737363272716215911568,99177.77583 92904.203782 56430.356448 3 75273726308454,2025-05-03 02:19:26,O5YIrZ0M8poGtSW4bIuRz0labUX84W2Fhton4bRe5GxNpcb4K9oHyPQJS+SsPxLiKSsm7w==,0
1471,1524312557642861787559658586342,01425.45646 52783.386439 67734.333329 3 13561820486834,2025-05-02 18:47:02,YdmskM6kVVzR/dpMcFkBw+mr8jhXa5XxIDEtJmwnTAPTFujzw8nRm0p+5+L+kMCjoQ==,0
1472,2645393961629663760371124575451,96548.66510 54384.032022 81900.286089 5 38627284770111,2025-05-02 20:38:12,EXZahyACACoFZ90DyqOdGfb59ItBKkVWPI8VfudwBzB4EjX0vGjvDgdoBhS0629aLF6rtN0=,1
1473,4911213379279711378358655002928,17628.32309 49236.412936 60261.232963 4 64164609287648,2025-05-02 07:09:28,2t/xMdzD+G5cCKZinheRrJLkS+htnfTzjZudHSICtJnyONCiO2D6n+SW/P/xR5m8ObvZo1jbBA==,1
1474,0085515447161183535770620719880,98684.41741 22521.779356 55941.679779 1 04472530555599,2025-05-02 02:13:44,2ZPmGzO+XW5szhVGTdadZnU9GGz+sjCL4Emzqd1LcgIARsfrYgaK+98aQY22kAxA49/ia+Qu,1
1475,9264163326881168835489413699455,73307.39488 08478.180382 13062.521810 4 46476307884539,2025-05-01 20:46:27,TuJTpM0cDcMyj0rGBN8LRbsS6BRnryPKplXAMENU2e+KdkdxSj4eQ50wmFKw+8NOuyI=,0
1476,3823480218378814693022595100623,16656.19648 14544.655296 53821.307508 9 70167806843750,2025-05-02 23:38:41,lZ6rE0PsCX4+1B1ytxDn8t3rZwalZ/CvJj/rr97t/o7q05T0b1ToCxUKl67Ps1UARkQqnk7m,0
1477,0507381882208844537604023911880,26292.99376 11898.532772 54899.909565 9 66213082894069,2025-05-03 01:13:11,PXOVYnVf0kzlfM0MWJ8Obk5fuz2r4MSdK5a3nY8FK7aW7H2f+IeKUFefKlWAvSAf7ZPK,0
1478,5781734469411561698766268713498,00185.04698 28508.613281 78841.478742 0 93809066856045,2025-05-03 03:19:26,PZETU41Td4D7hC690YeUVswaXAURrUJZA1Q6yY1mJ67kh95U+AWkQkGU5QQ7EdMZhfM7,1
1479,4011430768698893922242535421114,94427.92375 85220.220860 02134.045598 8 06904460723744,2025-05-02 03:06:51,tvkeN8VfvlRqeuTHjhS5firkFezKhs3b69lYEtUrj2kA/Nyqdz5PkbbHXTydEA==,1
1480,4441650241369857912061189435923,31461.78597 82590.569432 39045.502410 7 01074044478763,2025-05-02 23:49:09,QSVU0B89Td6SoPUW8Fy8vFz9LdmsfJWoGwB79+mGbkReua9aHwY8bxx1gJn7Ga59698w/g==,0
1481,1139182062132891900775710805875,70359.42119 92095.683796 16609.531934 2 63147852730334,2025-05-02 06:36:32,+4iqZtBeMTnTUS1ihIfucyTd4Kqb3Nt7EjVjJJ01njwFgPlimxez2bbYY2JXcu8NneC2BASYFXQb,0
1482,3019756488730187389629054075894,53433.96670 13165.864096 27780.699331 5 37066974036236,2025-05-02 10:54:47,rVAVPFofxUcuhggs94jk+p6feYXd9i3wzK0ZwUoVPhxEJjGf7Fr46m+KWQSfGHOD9vs=,1
