id_pagamento_cliente,nome_titular,instituicao,ultimos_digitos,validade_mes,validade_ano,cvv,token_gateway,ativo
1239,MoHux+qO8xeBhRrAc1FN4gmNBSkSNodyD6j5YzCYcKcd2wML3rzQXz/OmA==,Itaú Unibanco,YU2t8zXsT+a9EGlhgUDJL7wGCOSvXgB3sddXU73mXiHbQYvZ,lDctoSckKzMkXaVru4iYxdT0OHG670/haSODX1LS1/QLYg==,anmWKagOdFU5yRmLyHlfyJ7V/VjfW3Rusxl5BWrls82fhw==,705,8sB+yWsAQVGAOhyuMkQTUJDDPb406S+690qtDWU3T/6FK60j3tFnA7j/WHsa7JwQbR12KQ+bzeZnxwNxm5m54IR6z00=,0
1240,VVGXqgZD8ovM2cEr0ohNcX0JkJ4sOJ6K0bIiI8eRx/kxZu+1xMNYhfMqIzb6RU1o,Itaú Unibanco,wjtSIy3DFPo09Vxh7Px8y907h3tkxh9c7TNGfHEhv5fkU8Um,xSQ6ofuvyV/japGKyzYiycfkAF9wfZz8ZAUAgWFBY25H2A==,4sfzojziUeLqW4wbc8KYLe4yN2nnTh7f/G6EFR+wO+sjMA==,748,0Unti1sdQ7arthdKR93ZVV1rZZd3xKPWTSyQhkvbKCAfB+D/51/XJDZd8FRFZEcABAMG8v8IemVZuuLTA/JBnY4NbpM=,0
1241,gGaHsBblmMW37Sv7v2LvGNa1ntk2LvI1jFKViKRcAPBMaSMNQjMvWb3RWCE=,Itaú Unibanco,9OKbd6mIvy2U9pIwmXIy+uNXlsdWbPJXCZbJFK5m0GkoEXPU,KA6l+BIa4gDQnFkobUbizxm3CljqU5OPq438hmxVwf4FiA==,SpbIsBq8UJRzdrze5HTS7zdliORTC/97AYdCb/gXP9pQWg==,705,f5Qpd9FiihW+XH3vlxiYxI0NhF3GedQjKV3WVxxqgdHNJ0YIA75Ir18mQE1oqNn0Duhfh6VBcZW/nBSFScxA4hYHT7Y=,0
1242,X1CK56MyZTWDJEnIAY5xHHBQ5ScTIy/kHDCUpJ5GPNEmSHTsI1UOrSKdG475Q0SAw08=,Itaú Unibanco,0Xsbg6L0sds7HcIPXJ2KZkJM3WJ8NqTCmD3Y1MSLSmgyFxp9,Q4QqePhdAzJ9xxYqmON5ZD6sB2x95kyeBFecwLRaanFc6g==,dtD8hJegwrjSCtHM5WABUevxLtzfK+Vdt70nUrtswAD/DA==,810,u8o8rPXqmYYXYGuc03ECewoaBttez9ihQOeNgToTgkGSMTfFA6Tt1rRwQcIiU9dE5kOkDoPJB5rI2WnjSzuDlKxxuAg=,0
1243,qRIRlVdj4NpJNV5J34p/KCSekPAx9sjmUJd2WDdAAOIUiBu8MxVLJmmtpifT,Itaú Unibanco,axfaAl8Ra3th10hFlSFBSClugUfAV1J1wfCqvqi6Hjs5btxb,W7FVrek+HS2veuI742xQvwiCg5jpMAU7IKoaDsmfwkn2Dw==,rL6BL+MuWaqW02HJP5W4Z0IBcH0RkR/ZbZkJXcal8YlK2A==,909,a4lZ+vSxuRJZjoLwGsn/Jpzsog3TUaHDyiFrLN+fSiXGNv6eteLAr6dFdfRKDPpRTp2W8UaQyvC06G/wYT/1hCcIMq0=,1
1244,YnAuZB2fS/dA4ZAlxMcRwKH02hlOnkVyMRO8GyWeFq1Oe+8tR5Kpdf4d662gEw==,Itaú Unibanco,u6EIKzuGPlte6ZXOYtVPardIMbYImAjLOCRKKlbMpNnz94KY,YmLPgQR+T3VV6Fk4/yQImwj/bxZDGbTakFmJMiShYVrDBw==,+vyj9ZS4KzdZKMXedeYe6MkJTcWlPJN2gs8NRidME6ibJw==,071,Km9z9ZQwTA8yQLC+G+LUWGdQ1G0BOnhMVq8ctmKJT3NMyno19X2T3YOH9XqdUS5AMNAKkI9opwWRkaTvaq112CtNwSM=,1
1245,/22snEP7s7Hxz4fa0sjbc51dpuOFfrmN2Jt9kl/kiC8lEwrI+Sk503OPwMye30RTqmzHJ3Y=,Itaú Unibanco,4tQZm/Ix/P7DuGhRVPyYFVeU4U6eT45ZjlWwP96cVRVoW1zt,YRmWQQivO6Y/n/bSLvlWKUBifb8WapcgPYdiAxZNbM1Mvw==,VsaQuBHB8Xw9UhP+ngEPhBJpsbcfLwt4wtfYEc90jBjCYA==,966,vkrJYfgL0t6dMb7v5cLYcGjuaueOUnmmkIyOAuX0UL0yZnsV0jfSu7RexkrABBPMLu1Q/rfizIw3Ywxl9k+rFZI2+Gg=,0
1246,OXKMrCaZUyMH3HfR9bvpS0HQKh2VrnFqNW1fkBJlqG9ySnAGilTljRHasrmhU18=,Itaú Unibanco,pqwLBB1K28Sbzxbdw6LeQxKTXMI1ZnOMNImoSWNQ/N9JK/IU,DeihLgp+hRX5VWVp+QfosPos7V4FoJsZaTTf6mMKaW4fgw==,pS+KDMN8ut4TRzMBQAkb8kJSZhm/cN1jj9o5C6I0lBalgw==,557,U9sBEnXwiu68RNyj6vU/8/T0IEYHBfkyiVgtIX9qwZ5Q92TYde0PxOGvhC1GDmRyitUDhf7FtyIFEOYNSIYpGv73+ak=,1
1247,AEsDCDlRUfKsrJFmDXixiclAKYp6nr1gOnQMIw0noTHpmFHdONiadShCfpw=,Itaú Unibanco,Kef1Y2R9INb1BqQPqLqidwAgdUq16QHHgsKDlD5iUyD1Pwxz,bzMO/NWjJbGhiIT+I6fV/q8RnagKGoVaBRBlCa6J4oSnPw==,v7Dd4n9hA2h+kQr9gAereqSKTE/IUmUqB9UJrg+pTRY+GA==,355,hBrBIvd6dlwGUT4rmK4iYoZX05ZSn+1IFR2f4yxkWyMU2jcCmBZAXK6UhB2rZGQPmmVt0ICcv/MHv7060rHBUg5Tres=,0
1248,Q4IoyLusE61rtgrucwSxiY5eqceCHMEeLU27TRNm2FCiT2XHrgZq0jbFa0txfMc=,Itaú Unibanco,fUX32iAfNn4ROBl3DLiGLlf+JLo/O0GwqibDM0zmkBZ0Hmgg,48NhamT+QB+gYFA8hVCJoLBZNUUGQWkuTHNVfYVP/wHBZA==,RgMNN1EkYPU6aToa7WpipVFe0dGkWk1i4BKD/lDjRa2vLw==,446,cdJkAwqUfQ+B69yNDHdnbZRsHJTkdZXPJaXZRJS7G8N5GqS+e6pHO1F9TEWMnzQ51zH4cHdZsdkbL8HSROm+gDVRmeI=,1
1249,D3wD3x1dnt7h16Y/+EPVHwsg9Alro15wYfOIkdKpNrxVixrs4zehuzG4siRtug==,Itaú Unibanco,sW8kpcPm9BXXldZcZJ0Y2ohuViLwCPw0L4mjo+BKqgBHfC6i,DHomGQfV6ENmxccBCgq+sLEUpSndSW4d11fTfvnRg0Ylkw==,OPSP2BFrGcr5Lozm+alztLVgz7SaqsGfvK0xe5+bVymTpA==,0338,EOyZIVMsiVS8cz9pIaeOLk3pPqCF3Zg5q4Ynu9n6sNnIuWKpEk03v3MeW6FKzp9xlivlUrrz2LJf34JSchqvgQkq+H4=,1
1250,8WqV+PXrI4NwmUqgkqT0ul+vZ8e+mUmev4zcSRt/wDxyt78gZM86U+/QH7g5OfaHO8azr/Vvyw==,Itaú Unibanco,IPixoZ3CHShJw4tzrgSCzbiBgtFk5x6ndMDVlCsdIN78N2C7,m/hBjbQD9VYmhcnzlSL5ArfibfcpSFrXVy9mRYZQGyvECw==,HjeMOKQcBMY8bIr8MfrrmTbv2j9njHDUbyBd9L9OblSBTQ==,168,e7i08qwPRZz91/3h1aCFBBCcMljwsyE78lchvKGaRkqEU1CSpuwAdVd3zossd5hquJ/pe27FSYpsqAjjmQxtp5U28gw=,0
1251,WiU0dY438h6kK2SfkaoPJezREjB96VR9zpjkMCtNZ+jtSedwh+S6cIHGH2d5pg==,Itaú Unibanco,SCeCjN8JImltQa3Cf3eUDQEjL8Et2kw5rAkbkzhH8A95F4p7,ll/eQb62ydoWhzARVADFFfiCHxXdhyOGh3xHvyCcc/8ktw==,/rH+2n+hN+SRdlcNskvKh3RzYcStmvyu50edvnAsCflVyw==,634,habBQdsHrDTbIS7JBhOXqKY+1WS3pKE/mHTbZ1EvTonnYCA1DhwtfGGLqm6t4SfnXWgNoRusufKqwGYiLAnnKuPPf5Q=,0
1252,4umJ15ZvB+Pb/61RQWhPv03AjZgzQtuHCQNJYcG3flRsLDYAML0cyUiHhRUZ2BU=,Itaú Unibanco,fqp3qoI5adjpG++MHFEmY1eoYMpmERyscucOZ8W2eeilrSqZ,cZ4a7HTtIfrGVpso22d0qGXyC/z3U1UPEAcyW2egObKKkA==,LBLjo3dJJ5ejJ3iMCPWfkndJ9d5ZlHoaIbM5McfMN2XGWQ==,258,qZwaTjbMdw5EgTy5d2wnOSFgUPgsebTQxwS3pgrwzXwpIGpQbTQEoUepl+U7xnaIVrKFThc/Ewf9OUfcaIawxcusz/8=,1
1253,sOEh66uP8VteUIJ1mzL19Ya4J3jO7+al9ykGCd2hSJDn6eLBvH/IIXMRIPfKl9g=,Itaú Unibanco,Vlv205R3JDVEejpB36MiIbZ4KcIcWwQPPf1hd46AaqOuxHfF,msiAxW/xwxHIY3wcqPVpun5SKvcgCrtGNZaSl6JrFzbNxQ==,3y1sVdAw0jQ70FKOfA68doJA2fCJBCDdJxmHisKuMLdibA==,136,foza0+BtbsT/fakTvdKRYx6sQgiBenlxYloNClNO/5U9dYIi6OHy2rj8EvVRF1NZSj2lLNAEBahZ6AN5WflHA9mg4s4=,1
1254,/xeviZW+aI5gyEvaJNp5vZiVSwx9vnkkzRAQ87YyW0KTO8Lk1XkXIFSd8gXSEO9Zrl3z77ntbw==,Itaú Unibanco,ww3wamVfKR95nq3IhiRKIHves0riMdsU/nMoBnxVEWXfip4Y,jybm/sP2qtIEGxDYydJywvqKxURAsnTfZscm0rcEg96NRw==,UZ7bderhH5ze3lLe0mYHbovueYW0iKbVG6fYyClo/srJZA==,522,Mw9BJ0LdxaON1W4FrMxB6ac+BkztXVVm8fW6YkWfEE1iGwRGxJmYRQqVztBP3zxpXSfbT5LE8KSs8gKBjgUJA/m468U=,1
1255,Kh1Jfr2S/CtmZyPuuFcTpK++0Wu9ZLiEiqb5loLo8kWtTle2OgNuO78ooHXyQbCiGA==,Itaú Unibanco,+chiJfJh2eEY+05IEL+SXF6YrykFY9i5AMRCaRg8XFjXlQ8y,hKJKPSj2Y1rrpE9erCHHWEu/UEemTsZ0uqF1MHFLymasag==,e8U1yPpqMcULaid8/7KVmpnfrYDRFXseur2Zm3OMZWR4rw==,508,3CesLiOf9BYQXXvTl/HoCBldQxCNF5hGvEb4YmbLce9vdycQCi5TTL5aO0OnPxyGmlhlVxNl2pBea6qOGpaBV5Ox0QI=,1
1256,bxp7kvinv/SMl70h54zPoAmexyoY4t98FHFpdOazOmt8WGy/AyC4olfqMaZLeNuW,Itaú Unibanco,CpyX6uMHungntLQ8bezRREPSGw0D9lwf4FQpkG90z/YBrRHX,ogSf8xqML9Y7hDZ8kQ159q84gKS8+uo73clIFsHkOsRv4Q==,lfMUlNaZ4lKs71QPuTuRIoTWgKbzllphGwwV2vPV2soMRg==,960,bkOg6EUNaejXPHgApRttjHTKUhqLB+At/U0Cbhgt5m/LAFD7Mc8kKEkyUOc+qpOYvcmzard6RbIBo7ztQqHgkLYKs5Y=,1
1257,12lzANMO7y40Q4p/xDDSD55XfVJ8hiTJ7qNnXJaBtraVWgweP16XL6u9b5WAjLbotkC30YM=,Itaú Unibanco,IUzC91cXcJLjT3MmHBZZzVpaGIPcodQDwYPtn2FiHODNF3+K,fXhytzkxKHvl9jkZQ+EuRgAmj1B9/c+5zsTp4NtvLaBdSg==,XagB2FvdYEg9GHDFvFZtRz5hRXhlfyjvYeSCPns3x7dThQ==,410,45ZeG3ld93dQA+IxDs047rdSypOmWuLov1fmSEzPY4PS7PPRNhtoieoJNatITIVKnZnIKJefves3jQGUJ5jqLPWk+To=,0
1258,VWv4G7cHnRl8ZCbNTVYuOSvmkzu4cysPqP3u7lq/o91I4p2o1CGroT9yTCM=,Itaú Unibanco,AntgF95gMs4GlI+Jw06bZIuXXuEPuVLGqQq8/tipbti8A0fW,CP3Dw/qraMmPWLI6YYXMPP60NgV8uMQlgkjhRLb4T1VG5Q==,GkwLr/cJcX8Oj8dVQoqFMItcZmx3tDkdRD6MLbMvnSEG+A==,472,ljYBVOBmx3B3a9EK4vigi6lVl+3Nig1HIhYbsbetI8QiqEhJRZQnGfZxEkCbOVNU8DJ//XaG7iQDEtATsAHgWGz+7Dg=,1
1259,TtgFzCwIgVgVMpZxEwtwIBCVlHruHArbIU1TKuwP1BiPTbqrdu0YHIBBEwDdAxgsTkfS,Itaú Unibanco,7AQmcYhc0D30y3aZyK5egPy51E+20rIdlVJUL3L0lt0ujwu4,IaMvYZYHGbS79Va+AXAYGOlnT55uQa1PVi9n76YscQ4tmQ==,NfipGXzOQQv/OCFof+k95vNZczlpyCkU33PywUzcD9QrOQ==,1492,CCZJaO8213vJaSjltcfq9VFRplekc8Il87G4msUG8p4ZhMe/V5XfqnZx47o+IMdU+KBg/A/aOca1KTWiF4bZElhxExE=,1
1260,XRtkTXj7wWqyi2v8xPPpjwf5kx0oz9gt4de2qFCap/LLvLRBnmN5kaKk0/Y=,Itaú Unibanco,IpwE0JNeV7J/5gzHTFWVlI5hGYZGdTDIC8sLkCEQxbzBeZBG,YEbPCQRbmPVRBaV02S7RfhnrMq+dJbmm0N2hwHZlef9Sbg==,/0XvIgCAe39y+WUQQgHrEzXeW1m922mAI+REczFaQIOqGA==,850,QyN5M2krwrDJZb2OeQJ5BAXwGOb0RTYxSASR6O73ME+Kav9CHYqYwCvkxqnIJZfDUNAeg9EC8482f+eOVtlA/6roNIw=,0
1261,/k9ORtllxHTSxp6tLUVpTCs4bxs/vgdT8LjtMQrpI1c/0gw3RvtBSUEp/T9grvRiFUEk,Itaú Unibanco,rGooa9IofwFgEOTYp54NMkivRf7xHyumwa5xWr2zRR3k8Qjz,TVYSIOZxTwZFSd8ofL0vfV45PeQKgS4l+0GXE9WoKgtUBA==,AKDcVH6AoSAiGQYFubvWfxp4Azm5E+LQ58wTtZPY0i+4Ug==,6820,43ChDv9yI4RxQbJW9O9PiKxNtWDazKDwdEvoNQdJ4n98leKQ/Q3uQ3Nh3R7URdx2fv1dd/5VTMXa+6BYkgu5iYJWRVM=,1
1262,NMOGc9bWi2daAjBE+gz/SzdNS0k8StWmRqHIGlAxn423t/5QFUNqp/W9Vgkw,Itaú Unibanco,0sJ+iK4vloF/eB48vf2YwId2+8rCnmT+Kd2sH0BTglBnqI9h,RANGIotJcu/HSpa/xaggDX109qTRXHpjhwFuoXxv7H9wew==,qR7/LxPUaQ6/Vab8TS0mHsg+2CYBhNx+98+i06X+ZG2FNg==,670,pUL0asAut3zsiCxq+YriT8ubOeBEN3xliEBE75XPdjqUXMJGbCX0ZnTHi31d0nhVeuD3xOMBg1/67sC57/Bwt38WJ5M=,1
1263,+elcGDaeb1bnUgctxy+JrISANcS1N5eJw1y0qouW7kW2+do8vSStXA/+a+Qv,Itaú Unibanco,ZeGqIRnQo+RAf1OGdReDbh4lunLGqMYgS6/kYv2BmRmKTHda,tRiIXH/RkR5kW7legyN67PGcEH38TTiQFDjdflJovdW5eQ==,zRUGHIyZRJ3r8eL9fljziwpXVsQrMuvBQZXVuPYQO82Xrg==,098,O5J2kTfVlNFZFU9GVdzp5NEWhXB1NJ6cg8EFaTHtHThNdoXzO5cHsqAjD5FDvrnjd3egrU+Ji8Lcw7J6Sk7g9ZiD/uk=,0
1264,NdK0DtUz8oGKkVaR5d+qlM9Gxp1g6J52zeoXOkjPOIJfyYsLV3G6XGw=,Itaú Unibanco,oLA5ABELtUDLLJIuIbKcETQHCGV++rfB7oa4EvXXsG1+Hcpl,EpKGES9mFICZ2APWcAA405SzcIPJYmjlYGN9R2fh2Y+ifQ==,O+7StL+AQfe/HoF+V5wjUIH947hhufRyAAheW6wWkKDm/Q==,886,Aa3vkx5YTHk3gBSC+23Rgc5dFzZ+DgwdVQQnibsVTHp9YNXdCsoFtTTYY8jcTXiWu7jLBiS29/uhHDADRnY33qaNaMM=,0
1265,vlPtaF0l5kCW20bB3LfP4aa6PzDrnNeQNldWFCsqYcozhvdQmxfM3uYS1rH+f3c6I/6z,Itaú Unibanco,OEb2yQBn8xqD+gGR58UAOBh1CR91ojHqIjfGrdNM0XW3X2Cc,9g8al2S2KRdOzEBvwfwFv0PaVY5dckK+CgEgqqnAGAkgsA==,VjpUvZbOF9YszIwYGNBzq9SWIHdE5dsDdAxyPM1cJ1jxYw==,135,OWGJ4SOBphK9UL7sacQvrRNdYtM5zWQ3GAlnKFoB48GhUev75imnyj+ZWrdMGuRLaqrqnUQZ4ZeiGFzenUq/xcKOdC4=,1
1266,fqanWKGN+xpYEiY04iAdMIhyvAB8eYadcn5UeCOjn3SbCCeIKt6djq3y340=,Itaú Unibanco,xYRG6vuVF73sNtWW2o3AA80jNmfH4pfUQYncNNHJ07+I+Vj5,0ob/ghWwNDhxBA7iKUeVEubmRgNvsacgRSmc1u182wyzOQ==,CeZfEUD0c76gDaSVzN+tKLkWZK1o0MQdQkfhrmT5AD9a2A==,015,NmKC1Refvu3Akvd02ZdbnQFC0/s56So3Gx+OtAjxt477exkPc8T0LtZQ5vjpua/8C+Kvo8Kjvtc0wd/POU+bS9kX6Zk=,1
1267,w7oJIerTsMdRygBq038eXw7sXi3MO3Z9FPEg7ks38v85nLX9VscY/WtFRR1RXw8=,Itaú Unibanco,U+I4qgvenoI4jHheWHZRpt6r6g5Yaoo76AwpCieBUpl4SNVm,d1F0u2X03xRc0JkaaqjQ27XhEbb8qL82t2tNkBoSMEBqkQ==,Im5Flo89E5ofHKCkj4XpKR1INjAkCpqo0yUKWnukU2GG+g==,620,yZ/IG1opmS3+yREKiwz+fUml4VNITNBvs0RyjyPmVxJANGgAMSzUGenT5bTjPf2zHu2SkSpOoN24By44hXBAz8isYAI=,1
1268,RQxtOSDd4H4+ND3182Zzu9kruxkEzva9j0rbv5I7jq1ByOhyzFbVNSnAnFg9rg==,Itaú Unibanco,owScocTCdFxOS66qDjb62LXzcnZFra4YfcZo11Qts/9BWlwR,agitBaj8q7Gw0X8jGhPw7sD4XT8afiKwMI0VNy4+LcHNyQ==,7zJBVhpd6FuZXdA49XGuL9vYBaFbZJT+xDwJ2RMuRzHcug==,341,XcO25HPVf4n0GA2eXpTA+7+YmpA2vw7s9vJ3k7KBEGLNRYEm8c27TDWg7GpoB8jODdE1ztY+O2itIPsJHSnix/EXqQE=,0
1269,TndCDnBafVtpZCRGmixUF3QNbdT0eEdD5xBFmp8J4JNNsgk8HRwTsQE5Bkw=,Itaú Unibanco,M6YAanFcpEYCQ6b0hud6JM5M+UKqCYSPGKscRF1bKg3TntHu,HlOJejnULwob3dD6+a7FlmNZxda8+CRE8pUJMBCCDzNq6A==,rH3M25or7Pd0Yv4lZnJuyamENK7pOukjzupg1fyOwveEdg==,751,A+xVTfZ0ZnwtK9aegNAsfXLJ2K4PLI94nUuLBMyWpZYwtBpRdz/ue9vTul/eHlODmumlMRCEAaqw1vXuYT/DYyxR/u8=,0
1270,36R1dMxXrZOFY4GmuxhfKLVDe3J5WW8DSkDEcCjaN0FFxklcXU7qSbBxML8=,Itaú Unibanco,Os3LmKRedwGL7y4NTD3ttCm6h0p5ev2oTt0y4w0UFVeg8LU/,9JE+GJkHZkf2TlfelX58pfcYgKbD22fxsVW44TbuM0DIhQ==,/rcavZcrRn7eboXrHXM24dqWTQWcYXlj7KgKDkFj5SD04w==,4485,hjiMYB8PPTslh00A9WpDloYtu987qIEr4CjlwzBqgrklw0aFSacvlnaahfvX8chC1hSOkhpMOqCeCGWgB/XIoSysMJA=,1
1271,V/R6Z3leFtetSyIgeTWlMLGl6Hz9qslRKXgDn9LJwuhIV7ZrkPTIBCuP0wUp2SrpJQ==,Itaú Unibanco,TyvBu9MaLZ5ZYEA6+jmgbN11zi5KZms1j4m8e136+PcmjN0m,IVrT5BkthuyFM+7Jmd2X+fj4wBo7lXi8f76xX6pjPDs60g==,cwOBf13q4tkeqaH59LRGJQ8DR4kxCXpVBuR32X8mBQAB0g==,712,Z5CjOw+vEfG2kVvJQc+mbbX8d/4KE7wW+5dHf/MB7m/BpIHKvLmEyFunFk3He+EIu2BqXDvZPMPFWM9i1a9Ev1OISsk=,1
1272,E9nvYJAtHvRSJtJcTBLdHjZEraBAceA0OYVk9iMQ1e6HC178k4cu9wPpR6IkzQJp,Itaú Unibanco,9P647BhWtObHHExxc4+tqkYhVsqlyVR8MQn3tR3iCVhoV9GS,xeLKe+Y1B9PNcx/KUYMFrWFH8z/jaCFhCiiHJh5Ty0ybSQ==,FTpqbNf1M60Mt+Edr/BOQPFbfrg3OV0G6s/yABs6eyesSQ==,848,wIyO62+C2pywOhGb1OAyeoA7fX8NwnbV1NxYhGRQ+IKBMtK4kC+ILk8sLFGmgCMnPI5xcvV6xGbbIo+CX0OlnWUsCX4=,0
1273,jMAQKPufiq7ZqqlqvY5QqVlvsJlQGZ9kcJmL/pmBOgvDPpfzk7Aadsjj+9ajkA==,Itaú Unibanco,rQiY/S5lXhBnji/njEDFeLK9sj4WMy+WmzHUFwilCduv+BO4,tTBLjtj+tlYqrlzO5gsd9nFJ3PYf6s+aLzU2ZA4v4vROpg==,BfYJ7ex2ZLxyoeVEahftPHqNUyA98KVxe9Z1djJSPp3TdA==,428,A3AFtz0EGCo0H0OhJG2itfgIBMoyEjUbDV5mwTMYTg8r4dTKoVxLOTBFUujmxYmrMm7gTnQWGJ/MxZhha9iQQJ/2kxQ=,1
1274,mvxbbIcBQFesW/cE4gN/X8A5LRmAJ2DOvSHM+ynCStCQi15/sieWGzPhUtQSn68=,Itaú Unibanco,ZvaGtSQzv7waauQFCh1wXPvX0osuiZ98sbtjwF0Bg9PKeUZx,VspZGOY0yyK8cjoOL8xclPyz9EbmHaJ6SSnfXWv6DLwmVQ==,v1DcfdiQep2q17Dw8Z2KnVBZNDulrR3wh1/Y0ywWHls2lw==,185,bzjXdK/Ub0ToITrxTNPJBMprPmSwlxheuenj/ScFWBUhcodYrklsprV2V1ulbYyISCftU2PEylDKVPjU40BRO2fIjNI=,1
1275,ucsRBOcOE0RXWH07Q4ysFN6xPXE6rOwBluq711BgS1d+g96tSyYH0TM4Y8yyL/FipQXy,Itaú Unibanco,Hlbps6H4lMSG/gXsajMxuwAI3X6dlwwp1AVqnIFepyv4kSUb,cEdp7JRQw0+TiLum6BEDB1wFF7iDwWYO3fNlJUyE9A/vCQ==,KhJO0er+1DaKMi5o5pjk4Jk/d/KuYNHaCmJuYckwKh3cow==,848,pcDlLuR8uaRbYwPLAkZY6tJAKJYxXh3IoApl5KdhnFgFDR/VxMm/Pe9fs+cJrQB/JV7NV/sOXCiOq9iXRsQrn0i/GeM=,0
1276,Rub+2GXOPvEKyG3vD5Tc2JFI/mYWtYjWG1Yd1wFHWDVEG8UfIL+XoO4q+8IKjJXkeKJq,Itaú Unibanco,EBP4kCvhvjL0oBupVWfJsBVWzoaMCd2jA03pny7n1c9Z27Gb,1KfbfL37qAeGcfot4cdStAQZhH6S+0XZtCFhXnsbWeTdEQ==,NhbEcX61CW/2fMtt4cV4NtTvfie9KUCKbNC85pI8rLRVcA==,097,q+HHdCiTG1By8ZSGqxIWDosfmW9sApK+Rt6zcnKdYUsUSuODemuIaFuhL05vqemih/snlzyH1b/6FwlagzJBiVvNl70=,0
1277,HeH19EQffXuiLu5GDe5YxVymufPfTYw6y3SDS9oRc6VY6ng3JQBCS5+OI1c7Ky76tPs7,Itaú Unibanco,vArbk3cQ3A+g3dHZBB1tJ08HU5VSvdhReb3lZwfisHN9UhH4,sHNoYBJi/heu6OYOY6PIkXZvJtKSDH4MBoDqgXpDTd/I5w==,TeIkZtgzKL9bSl35FJDewH8l8XdpZpqxPjw9o+fe7GrVpw==,003,yyep4cIPeDg+OYXI4i6+Eglbudm2uiOprVAjaWv7lg9kuNs+hytxMEXe6SSVNtOKt8cYD4RdPv921bg9nO9wfA/D1oM=,1
1278,yxWQ29woyCl9D66yKsYOP6SQjMvYkWEcUiVQFcVJZUbS0mUBNbYY3keyvxc=,Itaú Unibanco,Gfz2G0YhwUotCpEs3dViwta37ksd+ZpOpm+aKaH4Af2g0Vwh,IzW5xNjvCubXiDoOPWLBTZQJvCwkEJsVPAZd6uCCwt9PGQ==,tlmlnpj9P+Y5TzeuIencTbdqOrmOkcInvk2OTW892YmTpQ==,346,3gLLLt29TryrC7QsHJGNk/TY5O1T4I4z0T0vHuC7Y8J+dYLgLW8PMfTfpoGzghx/+rrPt0M2u727zEK3pVqBx157lmA=,0
1279,dVxqpYAtsAEoHS7GouimZrHW2lI5FRtenX3FexKMHvEoNjvYub4655FFOrE=,Itaú Unibanco,Ah0p6nDb1U52iwd1DO18f7zOduauh6IT//AFuUwmCjOfNiO7,lzVRIBxnwzvuZQ0y/UjDXKdxqTDApcb73FHq+OcYBXSTwA==,lbAbHGdGRW8MmvcO9tbyqGATdsPUdE/4QpIB9GWfNK1wWg==,008,LJmBBFVqzQSgJ0oJNJr+HpAlls9tymEI6H/cAt27DDtjI41JBCUMmkXY9IF+OJ8asZP1Do4uGNhm6yKpEPQXc9KolRw=,1
1280,KX2JLvluIw7PnE35Sbre2Ofp+jhCS4h9al974xUH8tQ6nxKT6mbHgvmSTrQM,Itaú Unibanco,X160pTXwt1CGGtk9lB2VMNdKyCu9VExGYuOOwQaIaH4H7nIL,4rK5TeQNgPGxICvLj8uX7r+r8DH5qmRIql9/fagKlQvObw==,cb68JCtkGS0ztJKlZgsnkFXsPVZKmPm10XMdcK8FQTwWsg==,5801,n/qrgqv4PRMLwirJxU0HrRQdntxAc93Q85MbjpC9+v4YxUEMPLjqcGgSh5A6swA51t3bawcwyagv13j2i50C9Z0mGoE=,1
1281,b9yecEz7s69uVrDxpTcu+W1ebg7rFcQN+RzlI66V1Tb5qVGFnzPX4q/e52leg+zQ3JFKsQ==,Itaú Unibanco,draejI/12mcFcp7OajtzZeoz+8fa1i4o1jrbt+H/EgZSdDnq,NT4BMavbGj2bSVNYIleqOYxX6AXQM8sbILqk1eFLT/hGsw==,PFMOSU9PANX38K/mhgeLHh74T77TPZc0pemdOIqyCcOxuw==,418,zhPs/fMLfxjQEMI9A1kyl7XLf++VMik/QYBSSURJ9UJw2J7OWqXuFafmb3KZjUn1vEXMWxiEM7ycdWn+d270pT9DlXo=,1
1282,+FeBrRtmODyaGuI+ify0MozPecA9VJkGO1zXS71uwkZk5qICfV3WkyjaZF2Zpw==,Itaú Unibanco,V2fw2TP85xQoedLwhDmt05YybSBhSBg0gIGC67iIwmoHjXbj,iQuNFERJt0ari5+o2By4Js8qCExWNp5zTwYO80aTuLC8sg==,/0LdwRGaHiWzmcCYiaDSKULIddkpPys/JQ+CF8kyQg+VwQ==,751,3YECgMWk7a0+o2c1l6/1+K3rkfmdfiSwQ+Yf4fajYnBdxgMAYkKM0bgtJoqcXFjVLKjNcXmlG8L3NZaaglpGcTcD9Nw=,0
1283,7zgrpVSr4a7rDWPZ7dZxC/WgiAi4wM1bmxyW9xeojpYIQEPEY0xFZD6JRhlqLxzt,Itaú Unibanco,NuEwa8jxWFCNDMo+T4JuP/mrm9zKaRPsz3wmYdgsDA3SekY1,UJBm1D+4IB300JoAqxiMeOuUoF/qqzHZkP73JIqGTQRZ9g==,KU0cno1vXDPmV/059DjFiL0efR4mcOAYuzPImKGg5F76uQ==,384,i0OJX4uwP5IDKWBf3rNjEyq4cAr7+SMk7Y3IRGmIHgJAtg1Q4lH6xa//CeuP7ply9Iipazy65C9gF1VGvJIq3b2g/fA=,0
